glyph_index_id,candidate_component_id,candidate_glyph_link_id,source_id,evidence_download_id,subcharacter_external_ref_id,glyph_codepoint,glyph_codepoint_uplus,relationship_type,rights_status,review_status,caution,updated_at
obs-comp-cand-001132-glyph-0001,obs-comp-cand-001132,obimd-glyph-link-016905,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-sk1f0pk4y8,󶟯,U+F67EF,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-001132-glyph-0002,obs-comp-cand-001132,obimd-glyph-link-016906,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-sk1f0pk4y8,󶟰,U+F67F0,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-001132-glyph-0003,obs-comp-cand-001132,obimd-glyph-link-016907,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-sk1f0pk4y8,󶟱,U+F67F1,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-001132-glyph-0004,obs-comp-cand-001132,obimd-glyph-link-016908,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-sk1f0pk4y8,󶟲,U+F67F2,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-001132-glyph-0005,obs-comp-cand-001132,obimd-glyph-link-016909,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-sk1f0pk4y8,󶟳,U+F67F3,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-001132-glyph-0006,obs-comp-cand-001132,obimd-glyph-link-016910,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-sk1f0pk4y8,󶟴,U+F67F4,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-001132-glyph-0007,obs-comp-cand-001132,obimd-glyph-link-016911,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-sk1f0pk4y8,󶟵,U+F67F5,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-001132-glyph-0008,obs-comp-cand-001132,obimd-glyph-link-016912,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-sk1f0pk4y8,󶟶,U+F67F6,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-001132-glyph-0009,obs-comp-cand-001132,obimd-glyph-link-016913,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-sk1f0pk4y8,󶟷,U+F67F7,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-001132-glyph-0010,obs-comp-cand-001132,obimd-glyph-link-016914,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-sk1f0pk4y8,󶟸,U+F67F8,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-001132-glyph-0011,obs-comp-cand-001132,obimd-glyph-link-016915,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-sk1f0pk4y8,󶟹,U+F67F9,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-001132-glyph-0012,obs-comp-cand-001132,obimd-glyph-link-016916,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-sk1f0pk4y8,󶟺,U+F67FA,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-001132-glyph-0013,obs-comp-cand-001132,obimd-glyph-link-016917,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-sk1f0pk4y8,󶟻,U+F67FB,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-001132-glyph-0014,obs-comp-cand-001132,obimd-glyph-link-016918,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-sk1f0pk4y8,󶟼,U+F67FC,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-001132-glyph-0015,obs-comp-cand-001132,obimd-glyph-link-016919,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-sk1f0pk4y8,󶟽,U+F67FD,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-001132-glyph-0016,obs-comp-cand-001132,obimd-glyph-link-016920,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-sk1f0pk4y8,󶟾,U+F67FE,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-001132-glyph-0017,obs-comp-cand-001132,obimd-glyph-link-016921,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-sk1f0pk4y8,󶟿,U+F67FF,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
